Product Name,Category,Variation Set 1,Variation 1,Variation Set 2,Variation 2,Variation Set 3,Variation 3,Variation Set 4,Variation 4,Variation Set 5,Variation 5,Variation Set 6,Variation 6,Variation Set 7,Variation 7,Variation Set 8,Variation 8,Variation Set 9,Variation 9,Variation Set 10,Variation 10,Variation Set 11,Variation 11,Variation Set 12,Variation 12,Variation Set 13,Variation 13,Variation Set 14,Variation 14,Variation Set 15,Variation 15,Variation Set 16,Variation 16,Variation Set 17,Variation 17,Variation Set 18,Variation 18,Variation Set 19,Variation 19,Variation Set 20,Variation 20,Variation Set 21,Variation 21,Variation Set 22,Variation 22,Variation Set 23,Variation 23,Variation Set 24,Variation 24,Variation Set 25,Variation 25,Variation Set 26,Variation 26,Variation Set 27,Variation 27,Variation Set 28,Variation 28,Variation Set 29,Variation 29,Variation Set 30,Variation 30,Variation Set 31,Variation 31,Variation Set 32,Variation 32,Variation Set 33,Variation 33,Variation Set 34,Variation 34,Variation Set 35,Variation 35,Variation Set 36,Variation 36,Variation Set 37,Variation 37,Variation Set 38,Variation 38,Variation Set 39,Variation 39,Variation Set 40,Variation 40,Default,Unit,Retail Price (incl. tax),Takeaway Price,Retail Tax,Takeaway Tax,Modifier Set Add Toppings,Modifier Set Add Ice-cream,Modifier Set Add Boba,Modifier Set Coffee Add Ons,Modifier Set Coffee Extras,Modifier Set Protein: (2 Max),Modifier Set Cheese,Modifier Set Salad,Modifier Set Sauces,Modifier Set Salmon Sunrise,Modifier Set Add Marshmallows & Cream,Modifier Set Add Powder,Modifier Set Tea Flavour,Modifier Set Hot or Cold,Modifier Set Still or Sparkling,Modifier Set Smoothie Toppings,Modifier Set Frappe Add Coffee,Modifier Set Crisps or Coleslaw,Modifier Set Hot Chocolate Toppings,Modifier Set Açai Granola Choice 1:,Modifier Set Açai Granola Choice 2:,Modifier Set Açai Granola Extra Toppings:,Modifier Set Hot or Iced,Modifier Set Acai Extra Toppings,Modifier Set Ice-cream Toppings,Modifier Set Ice-Cream Sauces,Modifier Set Vegan,Modifier Set Add Egg,Modifier Set Add Chips,Modifier Set Vegan Sauce,Modifier Set Remove Toppings Breakfast Muffin:,Modifier Set Remove Toppings Egg Toast:,Modifier Set Remove Toppings Simply Morning:,Modifier Set Remove Toppings Hello Sunrise:,Modifier Set Remove Toppings Good Morning:,Modifier Set Remove Toppings Cranberry Brie,Modifier Set Remove Toppings French Toast Benedict,Modifier Set Remove Toppings Egg Ciabatta,Modifier Set Remove Toppings Egg & Bacon Bagel,Modifier Set Remove Toppings Mixed Grain,Modifier Set Remove Toppings Salmon Sunrise,Modifier Set Remove Toppings Beetroot Waffle,Modifier Set Remove Toppings Beetroot Feta Burger,Modifier Set Remove Toppings Black Jack Burger,Modifier Set Remove Toppings Bibimbap:,Modifier Set Remove Toppings Poke Bowl:,Modifier Set Remove Toppings Sushi Hot Dog,Modifier Set Remove Toppings Jacket Potato,Modifier Set Remove Toppings Mexican Panini,Modifier Set Remove Toppings Naan Kebab,Modifier Set Remove Toppings Ramen,Modifier Set Remove Toppings Fishcake,Modifier Set Remove Toppings Festive Toastie,Modifier Set Remove Toppings Caesar Salads,Modifier Set Remove Toppings Greek Salad,Modifier Set Remove Toppings Burrata Mango Salad,Modifier Set Remove Toppings Almond Waffle,Modifier Set Remove Toppings Mozzarella Omelette Sandwich,Modifier Set Remove Toppings Sushi Bowl,Modifier Set Remove Toppings Caprese Salad,Modifier Set Remove Toppings Balsamic Mozzarella Salad,Modifier Set Egg Type,Modifier Set Gluten Free Option,Modifier Set Remove Toppings Ham & Feta Baguette
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Irish Cream,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Pistachio,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Blueberry,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,None,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Irish Cream,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Sugar Free Hazelnut,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Cinnamon,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Chocolate,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Strawberry,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Pumpkin Spiced,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Vanilla,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Hazelnut,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Vanilla,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Hazelnut,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Cherry,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Sugar Free Hazelnut,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Cherry,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Cinnamon,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Caramel,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Salted Caramel,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Sugar Free Hazelnut,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Cinnamon,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Strawberry,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,None,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,item,3.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Caramel,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Pumpkin Spiced,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Cherry,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Strawberry,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Pumpkin Spiced,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Sugar Free Vanilla,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Chocolate,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Blueberry,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Pistachio,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Pistachio,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Chocolate,Change Milk,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Chocolate,Change Milk,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Caramelized Peanut,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Cherry,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Sugar Free Carmel,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Caramel,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Sugar Free Vanilla,Change Milk,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Blueberry,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,None,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.30,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Irish Cream,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Vanilla,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cappuccino,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,Add Syrup,Hazelnut,Change Milk,Oat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,item,4.80,,Standard VAT,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
